1661017277 0 84 0 0 0 0 0 0 0 0 0 0 0
1661017613 0 85 0 0 0 0 0 0 0 0 0 0 0
1661017866 0 85 0 0 0 0 0 0 0 0 0 0 0
1661018052 0 11959 0 0 0 0 0 0 0 0 0 0 0
1661018615 0 13346 0 0 0 0 0 0 0 0 0 0 0
1661018749 0 13346 0 0 0 0 0 0 0 0 0 0 0
1661018830 0 13346 0 0 0 0 0 0 0 62 0 0 0
1661099648 0 13346 7 0 0 0 0 0 0 62 0 0 0
1661143970 0 13391 7 0 0 0 0 0 0 62 0 0 0
1661718746 0 13391 7 0 0 15 0 0 0 62 0 0 0
1662215831 0 13391 7 0 0 15 0 0 0 62 1 0 0
1662218014 0 13391 7 0 0 15 0 12 0 62 1 0 0
1662221737 0 13391 8 0 0 15 0 12 0 62 1 0 0
1662221774 0 13391 8 0 0 15 0 12 0 62 1 0 0
1662260002 0 13391 74 0 0 15 0 12 0 62 1 0 0
1662261168 0 13391 80 0 0 15 0 12 0 62 1 0 0
1662317093 0 13391 80 0 0 15 0 12 0 62 1 0 0
1662339624 0 13391 80 0 0 15 0 17 0 62 1 0 0
1662407024 0 13391 80 0 0 15 6 17 0 62 1 0 0
1662432579 0 13419 80 0 0 15 6 17 0 62 1 0 0
1662432695 0 13420 80 0 0 15 6 17 0 62 1 0 0
1662438411 0 13436 80 0 0 15 6 17 0 62 1 0 0
1662483839 0 13436 80 0 0 16 6 17 0 62 1 0 0
1662499787 0 13436 80 0 0 18 6 17 0 62 1 0 0
1662499873 0 13436 80 0 0 22 6 17 0 62 1 0 0
1662503271 0 13436 80 0 0 22 6 17 0 62 1 0 0
1662514082 0 13436 138 0 0 22 6 17 0 62 1 0 0
1662514153 0 13436 138 0 0 22 6 17 0 62 1 0 0
1662838159 0 13436 138 0 0 22 6 17 0 62 1 0 0
1662843874 0 13437 138 0 0 22 6 17 0 62 1 0 0
1662843878 0 13437 138 0 0 22 6 17 0 62 1 0 0
1662844374 0 13494 138 0 0 22 6 17 0 62 1 0 0
1662850322 0 13495 138 0 0 22 6 17 0 62 1 0 0
1662860705 0 13495 138 0 0 22 6 17 0 62 1 0 0
1662917344 0 13495 138 0 0 22 6 17 0 62 1 0 0
1662917371 0 13495 138 0 0 22 6 17 0 62 1 0 0
1662919356 0 13495 138 0 0 22 6 17 0 62 1 0 0
1662922097 0 13495 138 0 0 22 6 17 0 62 1 0 0
1662932906 0 13495 138 0 0 22 6 17 0 62 1 0 0
1662949072 7 13495 138 0 0 22 6 17 0 62 1 0 0
1662949121 7 13495 138 0 0 22 6 17 0 62 1 0 0
1662949454 19 13495 138 0 0 22 6 17 0 62 1 0 0
1662949483 20 13495 138 0 0 22 6 17 0 62 1 0 0
1662951070 21 13495 138 0 0 22 6 17 0 62 1 0 0
1663037707 21 13495 138 0 0 22 24 17 0 62 1 0 0
1663039137 21 13495 138 0 147 22 24 17 0 62 1 0 0
1663039204 21 13495 138 0 152 22 24 17 0 62 1 0 0
1663039238 21 13495 138 0 158 22 24 17 0 62 1 0 0
1663040212 27 13495 138 0 158 22 24 17 0 62 1 0 0
1663108651 27 13495 138 0 158 22 24 17 0 62 1 0 0
1663119385 27 13495 138 0 158 22 24 17 0 62 1 0 0
1663283912 27 13495 138 0 158 22 24 17 0 62 1 0 0
1663421793 28 13495 138 0 158 22 24 17 0 62 1 0 0
1663423785 28 13495 138 0 158 22 88 17 0 62 1 0 0
1663428927 28 13495 138 0 158 22 88 17 0 62 1 0 0
1663432793 28 13495 138 0 158 22 88 17 0 62 1 0 0
1663651019 28 13551 138 0 158 22 88 17 0 62 1 0 0
1663715225 28 13551 138 0 158 22 88 17 0 62 1 0 0
1663715453 28 13551 138 0 158 22 88 17 0 62 1 0 0
1663715669 28 13551 138 0 158 22 88 17 0 62 1 0 0
1663716361 28 13551 138 0 158 22 88 17 0 62 1 0 0
1663735178 28 13569 138 0 158 22 88 17 0 62 1 0 0
1664050276 31 13569 138 0 158 22 88 17 0 62 1 0 0
1664057709 40 13569 138 0 158 22 88 17 0 62 1 0 0
1664057969 45 13569 138 0 158 22 88 17 0 62 1 0 0
1664058451 51 13569 138 0 158 22 88 17 0 62 1 0 0
1664059703 51 13569 145 0 158 22 88 17 0 62 1 0 0
1664127797 51 13569 145 0 158 22 88 17 0 62 1 0 0
1664132423 51 13569 145 0 158 22 88 17 0 62 1 0 0
1664132738 51 13569 145 0 158 22 88 17 0 62 1 0 0
1664132814 51 13569 145 0 158 22 88 17 0 62 1 0 0
1664142393 51 13569 145 0 158 22 88 17 0 62 1 0 0
1664142433 51 13569 145 0 158 22 88 17 0 62 1 0 0
1664279361 60 13569 145 0 158 22 88 17 0 62 1 0 0
1664749030 60 13569 145 0 158 22 88 17 0 62 1 0 0
1664750544 60 13569 145 0 158 22 88 17 0 62 1 0 0
1664750877 60 13569 145 0 158 22 88 17 0 62 1 0 0
1664750953 60 13569 145 0 158 22 88 17 0 62 1 0 0
1664845355 60 13570 145 0 158 22 88 17 0 62 1 0 0
1664845825 60 13570 145 0 158 22 88 17 0 62 1 0 0
1667059526 60 13570 145 0 158 22 88 17 0 62 1 0 0
1667060418 60 13570 145 0 158 22 88 17 0 62 1 0 0
1667061671 60 13570 145 0 158 22 88 17 0 62 1 0 0
1667061749 60 13570 145 0 158 22 88 17 0 62 1 0 0
1667061774 60 13570 145 0 158 22 88 17 0 62 1 0 0
1667337807 60 13570 145 0 158 22 88 17 0 62 1 0 0
1667871676 209 13570 145 0 158 22 88 17 0 62 1 0 0
1667873208 209 13570 145 0 158 22 88 17 0 62 1 0 38
1667933515 209 13570 145 0 183 22 88 17 0 62 1 0 38
1667937210 209 13570 145 0 217 22 88 17 0 62 1 0 38
1667938070 209 13570 145 0 224 22 88 17 0 62 1 0 38
1667939471 209 13570 145 0 330 22 88 17 0 62 1 0 38
1667939509 209 13570 145 0 359 22 88 17 0 62 1 0 38
1667939548 209 13570 145 0 425 22 88 17 0 62 1 0 38
1668271107 209 13570 145 0 425 22 88 17 0 62 1 16755 38
