1661017277 0 1 0 0 0 0 0 0 0 0 0 0 0
1661017613 0 2 0 0 0 0 0 0 0 0 0 0 0
1661017866 0 3 0 0 0 0 0 0 0 0 0 0 0
1661018052 0 4 0 0 0 0 0 0 0 0 0 0 0
1661018615 0 5 0 0 0 0 0 0 0 0 0 0 0
1661018749 0 6 0 0 0 0 0 0 0 0 0 0 0
1661018830 0 6 0 0 0 0 0 0 0 1 0 0 0
1661099648 0 6 1 0 0 0 0 0 0 1 0 0 0
1661143970 0 7 1 0 0 0 0 0 0 1 0 0 0
1661718746 0 7 1 0 0 1 0 0 0 1 0 0 0
1662215831 0 7 1 0 0 1 0 0 0 1 1 0 0
1662218014 0 7 1 0 0 1 0 1 0 1 1 0 0
1662221737 0 7 2 0 0 1 0 1 0 1 1 0 0
1662221774 0 7 3 0 0 1 0 1 0 1 1 0 0
1662260002 0 7 4 0 0 1 0 1 0 1 1 0 0
1662261168 0 7 5 0 0 1 0 1 0 1 1 0 0
1662317093 0 7 6 0 0 1 0 1 0 1 1 0 0
1662339624 0 7 6 0 0 1 0 2 0 1 1 0 0
1662407024 0 7 6 0 0 1 1 2 0 1 1 0 0
1662432579 0 8 6 0 0 1 1 2 0 1 1 0 0
1662432695 0 9 6 0 0 1 1 2 0 1 1 0 0
1662438411 0 10 6 0 0 1 1 2 0 1 1 0 0
1662483839 0 10 6 0 0 2 1 2 0 1 1 0 0
1662499787 0 10 6 0 0 3 1 2 0 1 1 0 0
1662499873 0 10 6 0 0 4 1 2 0 1 1 0 0
1662503271 0 10 6 0 0 4 1 2 1 1 1 0 0
1662514082 0 10 7 0 0 4 1 2 1 1 1 0 0
1662514153 0 10 8 0 0 4 1 2 1 1 1 0 0
1662838159 0 10 9 0 0 4 1 2 1 1 1 0 0
1662843874 0 11 9 0 0 4 1 2 1 1 1 0 0
1662843878 0 12 9 0 0 4 1 2 1 1 1 0 0
1662844374 0 13 9 0 0 4 1 2 1 1 1 0 0
1662850322 0 14 9 0 0 4 1 2 1 1 1 0 0
1662860705 0 14 10 0 0 4 1 2 1 1 1 0 0
1662917344 0 14 11 0 0 4 1 2 1 1 1 0 0
1662917371 0 15 11 0 0 4 1 2 1 1 1 0 0
1662919356 0 15 11 1 0 4 1 2 1 1 1 0 0
1662922097 0 15 11 2 0 4 1 2 1 1 1 0 0
1662932906 0 15 11 3 0 4 1 2 1 1 1 0 0
1662949072 1 15 11 3 0 4 1 2 1 1 1 0 0
1662949121 2 15 11 3 0 4 1 2 1 1 1 0 0
1662949454 3 15 11 3 0 4 1 2 1 1 1 0 0
1662949483 4 15 11 3 0 4 1 2 1 1 1 0 0
1662951070 5 15 11 3 0 4 1 2 1 1 1 0 0
1663037707 5 15 11 3 0 4 2 2 1 1 1 0 0
1663039137 5 15 11 3 1 4 2 2 1 1 1 0 0
1663039204 5 15 11 3 2 4 2 2 1 1 1 0 0
1663039238 5 15 11 3 3 4 2 2 1 1 1 0 0
1663040212 6 15 11 3 3 4 2 2 1 1 1 0 0
1663108651 6 15 11 3 3 5 2 2 1 1 1 0 0
1663119385 6 15 11 3 3 6 2 2 1 1 1 0 0
1663283912 6 15 12 3 3 6 2 2 1 1 1 0 0
1663421793 7 15 12 3 3 6 2 2 1 1 1 0 0
